Date,Open,High,Low,Close,AdjustedClose,Volume
2019-09-13T00:00,430.45,432.85,421.1,422.85,422.85,6833113
2019-09-12T00:00,424.75,439.8,419.45,427.8,427.8,9896627
2019-09-11T00:00,432.0,435.0,421.25,422.2,422.2,7742635
2019-09-09T00:00,426.0,432.5,426.0,428.8,428.8,5488753
2019-09-06T00:00,416.7,427.2,414.45,425.1,425.1,12513040
2019-09-05T00:00,428.0,433.95,423.35,431.8,431.8,8793166
2019-09-04T00:00,424.55,429.45,401.3,426.45,426.45,33952423
2019-09-03T00:00,450.0,456.0,434.3,439.35,439.35,9396440
2019-08-30T00:00,432.95,453.4,429.75,450.4,450.4,12308149
2019-08-29T00:00,428.0,438.6,421.1,434.65,434.65,19967263
2019-08-28T00:00,416.9,421.7,411.5,413.1,413.1,3441725
2019-08-27T00:00,424.05,425.45,415.1,416.75,416.75,6738413
2019-08-26T00:00,428.0,429.8,415.1,419.35,419.35,6258106
2019-08-23T00:00,415.0,429.95,408.9,427.8,427.8,5479802
2019-08-22T00:00,416.7,420.75,408.5,414.55,414.55,5299316
2019-08-21T00:00,421.0,425.85,413.6,417.0,417.0,5120294
2019-08-20T00:00,426.0,426.5,417.3,420.9,420.9,5151625
2019-08-19T00:00,424.75,434.2,421.0,426.0,423.25,11584821
2019-08-16T00:00,419.4,421.4,410.0,414.7,412.0229,6536156
2019-08-14T00:00,440.0,441.0,408.05,417.15,414.4571,16173302
2019-08-13T00:00,421.5,444.5,420.75,439.25,436.4145,13211835
2019-08-09T00:00,428.0,430.35,418.45,422.0,419.2758,3434604
2019-08-08T00:00,424.0,428.2,418.15,426.45,423.6971,3157083
2019-08-07T00:00,421.0,429.0,418.1,421.05,418.3319,5431353
2019-08-06T00:00,416.0,422.45,414.5,418.2,415.5004,3204070
2019-08-05T00:00,417.65,423.75,411.05,417.15,414.4571,4784904
2019-08-02T00:00,422.9,426.5,417.35,420.65,417.9345,3490912
2019-08-01T00:00,424.8,427.75,418.0,425.1,422.3558,3635110
2019-07-31T00:00,410.0,428.8,409.0,426.75,423.9951,7746831
2019-07-30T00:00,430.0,441.3,405.0,410.35,407.701,9461831
2019-07-29T00:00,440.0,441.7,429.2,431.05,428.2674,4448863
2019-07-26T00:00,437.0,442.2,433.1,439.95,437.11,5094438
2019-07-25T00:00,425.8,439.7,425.55,437.15,434.328,11412685
2019-07-24T00:00,430.0,432.45,421.7,425.55,422.8029,5319256
2019-07-23T00:00,431.0,435.5,427.1,430.25,427.4726,6698368
2019-07-22T00:00,419.1,443.3,419.0,430.25,427.4726,10420113
2019-07-19T00:00,427.0,429.4,416.05,421.35,418.63,5104476
2019-07-18T00:00,430.05,432.9,424.65,426.2,423.4487,4711395
2019-07-17T00:00,433.0,436.3,428.1,430.05,427.2738,6500759
2019-07-16T00:00,420.8,435.0,418.65,433.3,430.5029,8630766
