Date,Open,High,Low,Close,AdjustedClose,Volume
2019-09-13T00:00,250.75,255.45,249.3,254.4,254.4,1266849
2019-09-12T00:00,252.8,252.8,248.7,250.75,250.75,3142904
2019-09-11T00:00,252.7,254.8,249.85,253.2,253.2,1822217
2019-09-09T00:00,251.5,253.9,247.6,252.95,252.95,847672
2019-09-06T00:00,249.5,251.85,245.0,250.35,250.35,1416878
2019-09-05T00:00,248.1,249.7,247.1,248.2,248.2,1817635
2019-09-04T00:00,249.45,252.45,246.25,248.05,248.05,1825938
2019-09-03T00:00,248.8,256.35,246.7,248.25,248.25,2517752
2019-08-30T00:00,257.85,257.85,247.35,250.45,250.45,2422188
2019-08-29T00:00,246.35,264.35,245.35,258.45,258.45,2754757
2019-08-28T00:00,245.95,250.5,244.4,248.8,248.8,1090082
2019-08-27T00:00,245.7,247.95,242.85,245.05,245.05,2151969
2019-08-26T00:00,247.7,250.1,242.15,245.45,245.45,922855
2019-08-23T00:00,246.55,248.4,241.15,246.95,246.95,2095868
2019-08-22T00:00,246.1,248.75,244.25,246.55,246.55,1636043
2019-08-21T00:00,254.05,255.75,246.7,248.25,244.6,1594454
2019-08-20T00:00,253.05,258.5,252.4,255.55,251.7927,1988944
2019-08-19T00:00,251.55,259.5,250.05,255.3,251.5463,3545851
2019-08-16T00:00,249.0,251.0,243.5,249.2,245.536,2114865
2019-08-14T00:00,246.7,252.0,246.2,248.85,245.1912,1684846
2019-08-13T00:00,250.0,253.45,243.8,246.65,243.0235,3187220
2019-08-09T00:00,250.25,255.0,248.2,252.05,248.3441,1850151
2019-08-08T00:00,246.5,253.55,246.05,250.25,246.5706,2356514
2019-08-07T00:00,246.8,249.85,241.0,245.55,241.9397,3169188
2019-08-06T00:00,244.0,248.5,243.0,246.1,242.4816,2094531
2019-08-05T00:00,249.0,250.85,242.15,245.35,241.7426,3104706
2019-08-02T00:00,249.0,254.3,245.3,251.4,247.7037,2137582
2019-08-01T00:00,245.75,253.95,244.0,250.95,247.2603,5097970
2019-07-31T00:00,249.0,250.0,238.7,245.75,242.1368,2619952
2019-07-30T00:00,257.0,259.5,245.1,249.55,245.8809,2919377
2019-07-29T00:00,269.5,270.05,255.05,256.5,252.7287,2740198
2019-07-26T00:00,263.95,271.8,263.1,270.2,266.2273,1960464
2019-07-25T00:00,269.6,279.85,259.3,261.9,258.0493,8454229
2019-07-24T00:00,261.3,266.7,260.6,264.15,260.2662,2286092
2019-07-23T00:00,262.0,265.6,258.05,261.8,257.9508,1800133
2019-07-22T00:00,259.6,268.3,258.55,264.05,260.1677,2207103
2019-07-19T00:00,264.0,266.85,257.2,259.5,255.6846,1446163
2019-07-18T00:00,264.0,264.75,261.5,263.15,259.2809,1411051
2019-07-17T00:00,263.0,265.9,262.0,264.0,260.1184,894401
2019-07-16T00:00,261.6,264.7,261.3,263.7,259.8228,837648
2019-07-15T00:00,262.7,263.6,261.25,262.25,258.3942,2159610
2019-07-12T00:00,264.0,268.45,262.0,262.95,259.0839,1566615
2019-07-11T00:00,255.05,265.8,255.0,264.9,261.0052,2562327
2019-07-10T00:00,260.1,260.95,258.15,259.95,256.128,1725974
2019-07-09T00:00,261.25,261.5,256.05,260.7,256.867,1181573
2019-07-08T00:00,262.0,265.0,261.2,262.5,258.6405,2642383
2019-07-05T00:00,263.2,268.85,259.2,261.0,257.1625,2412436
2019-07-04T00:00,266.25,266.5,261.75,263.1,259.2317,1645218
2019-07-03T00:00,266.1,266.75,261.4,265.65,261.7442,1521436
2019-07-02T00:00,267.0,267.65,264.15,265.9,261.9905,1048924
2019-07-01T00:00,269.0,269.0,263.55,265.65,261.7442,1697283
2019-06-28T00:00,274.9,274.9,265.9,267.05,263.1236,3262265
2019-06-27T00:00,272.5,278.45,271.55,274.8,270.7596,4700008
2019-06-26T00:00,269.0,272.0,267.5,271.2,267.2126,1494735
2019-06-25T00:00,272.0,272.55,266.0,269.8,265.8331,2009198
2019-06-24T00:00,275.0,275.95,271.5,272.8,268.789,581858
2019-06-21T00:00,276.4,278.05,271.4,275.35,271.3015,2133362
2019-06-20T00:00,269.15,280.25,269.15,279.05,274.9471,1333171
2019-06-19T00:00,269.4,273.0,267.0,272.1,268.0993,1549176
2019-06-18T00:00,272.5,273.15,265.15,270.1,266.1288,1356266
2019-06-17T00:00,274.5,280.0,270.8,272.15,268.1486,2898233
2019-06-14T00:00,270.65,276.0,270.1,275.05,271.006,1801435
2019-06-13T00:00,274.05,274.55,269.15,271.35,267.3604,1588110
2019-06-12T00:00,282.0,282.4,272.05,273.25,269.2324,2151888
2019-06-11T00:00,283.6,288.5,279.1,283.15,278.9869,2412856
2019-06-10T00:00,281.55,288.5,280.0,281.95,277.8045,3384305
2019-06-07T00:00,274.5,282.9,271.8,279.65,275.5383,3356328
2019-06-06T00:00,274.25,275.9,268.8,273.5,269.4788,2900691
2019-06-04T00:00,268.85,275.0,268.55,274.0,269.9714,2551900
2019-06-03T00:00,273.0,276.0,267.4,268.75,264.7986,2587599
2019-05-31T00:00,274.0,275.35,267.35,269.0,265.0449,2066116
2019-05-30T00:00,276.4,276.7,271.1,271.9,267.9023,1372537
2019-05-29T00:00,269.9,278.3,267.2,275.7,271.6464,4588858
2019-05-28T00:00,280.0,280.95,267.0,269.0,265.0449,5400573
2019-05-27T00:00,280.35,282.85,276.45,279.55,275.4398,1662490
2019-05-24T00:00,273.1,280.35,269.8,277.55,273.4692,2466673
2019-05-23T00:00,273.0,277.0,271.0,273.85,269.8236,1602734
2019-05-22T00:00,275.85,280.9,268.95,269.35,265.3898,3235336
2019-05-21T00:00,270.1,281.45,270.1,276.1,272.0405,4677322
2019-05-20T00:00,270.0,275.5,267.8,269.55,265.5868,1197002
2019-05-17T00:00,269.0,270.9,265.5,268.7,264.7493,1254452
2019-05-16T00:00,267.9,270.05,262.35,268.15,264.2074,1350907
2019-05-15T00:00,272.65,273.0,262.15,263.85,259.9706,1834553
2019-05-14T00:00,265.0,274.0,262.35,270.05,266.0795,2305293
2019-05-13T00:00,261.45,269.15,259.6,265.45,261.5471,3369566
2019-05-10T00:00,266.3,267.0,260.75,262.25,258.3942,2270319
2019-05-09T00:00,266.95,269.7,261.5,267.1,263.1729,3520232
2019-05-08T00:00,268.0,270.3,263.65,266.7,262.7787,2225529
2019-05-07T00:00,266.9,270.8,265.75,268.0,264.0596,2972102
2019-05-06T00:00,273.0,273.5,268.3,271.85,260.4633,2351319
2019-05-03T00:00,272.55,278.55,272.1,274.0,262.5232,4234052
