Date,Open,High,Low,Close,AdjustedClose,Volume
2019-09-13T00:00,13840.0,14184.0,13718.0498,14073.7002,14073.7002,18325
2019-09-12T00:00,14389.0,14450.0,13700.0,13759.5996,13759.5996,15199
2019-09-11T00:00,14209.2002,14495.0,14050.0,14249.2002,14249.2002,17322
2019-09-09T00:00,13790.0,14194.0,13700.0,14121.0,14121.0,12071
2019-09-06T00:00,13601.0,13880.0,13600.0,13807.2002,13807.2002,10111
2019-09-05T00:00,13400.0,13661.7998,13400.0,13586.0996,13586.0996,16427
2019-09-04T00:00,13974.0,13974.0,13350.0,13394.5,13394.5,20711
2019-09-03T00:00,14385.0,14412.0,13655.0,13789.2998,13789.2998,16778
2019-08-30T00:00,14050.0,14555.0,13929.0,14476.7998,14476.7998,17501
2019-08-29T00:00,14130.0,14330.0,13844.0,13999.0,13999.0,20266
2019-08-28T00:00,14551.0,14551.0,13986.7002,14198.5,14198.5,10376
2019-08-27T00:00,14175.0,14699.0,14175.0,14494.2002,14494.2002,24608
2019-08-26T00:00,14098.0,14300.0,13657.0,14227.0996,14227.0996,21359
2019-08-23T00:00,13379.0,13864.7998,13363.4004,13757.5996,13757.5996,17314
2019-08-22T00:00,13645.7002,13773.5,13213.2002,13403.0,13403.0,18075
2019-08-21T00:00,13520.0,13825.7998,13519.0,13688.0,13688.0,40423
2019-08-20T00:00,13638.4004,13769.5,13500.0,13563.7998,13563.7998,21602
2019-08-19T00:00,13700.0,14170.0,13503.0996,13633.0996,13633.0996,35334
2019-08-16T00:00,13240.0,13825.0,13017.7002,13742.7002,13742.7002,25058
2019-08-14T00:00,13425.5,13692.0996,12700.0,13371.0996,13371.0996,39288
2019-08-13T00:00,14380.0,14484.5,13380.7998,13530.0996,13425.0996,32902
2019-08-09T00:00,14497.2998,14510.0,14220.0,14290.0,14179.1025,13859
2019-08-08T00:00,13977.0,14497.0,13801.2002,14407.2998,14295.4922,17954
