Date,Open,High,Low,Close,AdjustedClose,Volume
2019-09-13T00:00,0.0,149.35,144.05,147.0,147.0,7485151
2019-09-12T00:00,148.0,149.55,147.1,147.7,147.7,4657151
2019-09-11T00:00,149.75,152.0,147.5,149.1,149.1,7710146
2019-09-09T00:00,151.55,151.7,148.75,150.75,150.75,6995425
2019-09-06T00:00,145.1,151.45,144.45,150.65,150.65,11712331
2019-09-05T00:00,144.9,146.5,141.55,142.6,142.6,5038946
2019-09-04T00:00,140.4,145.4,138.0,144.9,144.9,5701874
2019-09-03T00:00,142.85,144.4,139.2,139.8,139.8,3759057
2019-08-30T00:00,139.45,145.0,138.3,144.25,144.25,6435044
2019-08-29T00:00,139.85,140.4,136.75,138.8,138.8,2391404
2019-08-28T00:00,145.1,145.8,140.15,140.9,140.9,3285159
2019-08-27T00:00,143.55,146.1,143.55,145.1,145.1,4525322
2019-08-26T00:00,144.1,144.85,137.7,143.0,143.0,5039501
2019-08-23T00:00,138.25,143.65,135.7,141.95,141.95,4987918
2019-08-22T00:00,141.95,141.95,137.25,138.55,138.55,4114355
2019-08-21T00:00,144.9,144.9,140.9,141.95,141.95,7366513
2019-08-20T00:00,148.2,148.2,144.35,144.95,144.95,5459433
2019-08-19T00:00,149.05,149.7,146.7,147.05,147.05,5441036
2019-08-16T00:00,144.0,148.95,143.2,148.2,148.2,6076411
2019-08-14T00:00,141.5,144.95,140.15,144.15,144.15,5056475
2019-08-13T00:00,143.7,146.0,139.95,140.8,140.8,5468612
2019-08-09T00:00,141.85,145.3,141.65,143.1,143.1,5171049
2019-08-08T00:00,136.45,141.6,136.45,141.0,141.0,6628700
2019-08-07T00:00,137.5,141.15,134.85,135.95,135.95,7354861
2019-08-06T00:00,132.8,139.8,132.3,138.45,138.45,5676840
2019-08-05T00:00,133.2,136.7,128.7,133.6,133.6,6921347
2019-08-02T00:00,135.0,137.1,131.9,134.55,134.55,7980737
2019-08-01T00:00,139.8,141.0,134.1,136.3,136.3,4328253
2019-07-31T00:00,134.05,141.7,134.05,140.25,140.25,5101379
2019-07-30T00:00,142.0,142.4,134.65,135.3,135.3,4237784
2019-07-29T00:00,142.0,143.85,139.6,141.25,141.25,3502331
2019-07-26T00:00,145.5,147.95,141.2,142.0,142.0,5110491
