Date,Open,High,Low,Close,AdjustedClose,Volume
2019-09-13T00:00,0.0,449.7,432.25,447.35,447.35,1015227
2019-09-12T00:00,444.5,449.0,438.1,444.55,444.55,1143620
2019-09-11T00:00,437.65,451.85,437.65,444.5,444.5,1237310
2019-09-09T00:00,436.0,446.25,432.25,440.05,440.05,1249648
2019-09-06T00:00,435.0,439.85,430.7,435.7,435.7,945663
2019-09-05T00:00,431.8,438.0,427.5,434.6,434.6,1102559
2019-09-04T00:00,430.0,432.35,420.8,429.45,429.45,1035209
2019-09-03T00:00,434.05,444.5,427.0,429.7,429.7,1300079
2019-08-30T00:00,439.8,442.6,422.45,438.45,438.45,2065106
2019-08-29T00:00,442.0,448.85,431.3,439.8,439.8,1354405
2019-08-28T00:00,451.0,456.6,434.5,441.8,441.8,1334382
2019-08-27T00:00,443.1,455.0,434.3,451.1,451.1,1589921
2019-08-26T00:00,437.05,444.5,427.45,443.1,443.1,1117124
2019-08-23T00:00,411.7,435.7,408.0,434.1,434.1,1435521
2019-08-22T00:00,422.8,426.35,407.1,415.1,415.1,1973498
2019-08-21T00:00,433.0,436.8,420.65,422.65,422.65,1014139
2019-08-20T00:00,442.0,443.65,432.25,434.5,434.5,1041613
2019-08-19T00:00,444.65,445.95,437.05,443.15,440.65,1359171
2019-08-16T00:00,432.3,446.35,428.4,444.65,442.1415,1252404
2019-08-14T00:00,422.5,443.8,422.5,439.8,437.3189,1506080
2019-08-13T00:00,450.0,454.9,418.3,422.4,420.017,3075934
2019-08-09T00:00,448.25,464.7,444.55,449.55,447.0139,1532903
2019-08-08T00:00,445.9,454.0,439.0,452.6,450.0467,912628
2019-08-07T00:00,441.7,449.0,439.6,443.95,441.4455,1277334
2019-08-06T00:00,448.75,452.85,438.05,441.0,438.5121,2324440
2019-08-05T00:00,455.8,457.45,441.25,450.75,448.2071,1226317
2019-08-02T00:00,455.0,463.35,441.7,456.2,453.6264,2137423
2019-08-01T00:00,469.8,479.0,451.65,457.75,455.1676,1900537
2019-07-31T00:00,464.0,474.7,455.9,472.55,469.8841,1156057
2019-07-30T00:00,468.55,477.2,463.5,466.95,464.3157,1815425
2019-07-29T00:00,495.0,495.0,464.6,468.5,465.857,1871671
2019-07-26T00:00,477.0,495.85,471.5,491.05,488.2798,1606280
2019-07-25T00:00,472.8,487.7,471.05,477.45,474.7565,1862107
2019-07-24T00:00,472.0,473.9,455.15,471.4,468.7406,1499714
2019-07-23T00:00,470.4,473.2,455.4,471.0,468.3429,2020992
2019-07-22T00:00,460.1,476.05,455.45,473.75,471.0774,1179215
2019-07-19T00:00,468.0,472.95,458.4,460.35,457.753,1356555
2019-07-18T00:00,479.4,482.7,464.6,465.7,463.0728,1858951
2019-07-17T00:00,480.9,485.9,476.5,480.3,477.5904,865982
2019-07-16T00:00,474.0,486.5,471.3,480.45,477.7396,1149904
2019-07-15T00:00,481.6,481.6,468.25,474.15,471.4751,825887
2019-07-12T00:00,467.0,484.75,465.2,478.65,475.9497,2016799
2019-07-11T00:00,461.7,469.5,456.2,467.0,464.3654,1920197
2019-07-10T00:00,470.0,478.75,443.15,458.85,456.2614,4391555
